"","year","treat","amended_bool","amendment_C_kg_ha"
"858",2013,3,FALSE,NA
"859",2013,4,FALSE,NA
"860",2013,5,TRUE,3000
"861",2013,6,TRUE,3000
"862",2013,7,TRUE,3000
"863",2013,8,TRUE,3000
"864",2013,9,TRUE,3000
"865",2013,10,TRUE,3000
"866",2013,11,TRUE,3000
"867",2013,12,TRUE,3000
"868",2013,13,TRUE,3000
"869",2013,14,TRUE,3000
"870",2013,15,TRUE,3000
"871",2014,1,FALSE,NA
"872",2014,2,FALSE,NA
"873",2014,3,FALSE,NA
"874",2014,4,FALSE,NA
"875",2014,5,FALSE,NA
"876",2014,6,FALSE,NA
"877",2014,7,FALSE,NA
"878",2014,8,FALSE,NA
"879",2014,9,FALSE,NA
"880",2014,10,FALSE,NA
"881",2014,11,FALSE,NA
"882",2014,12,FALSE,NA
"883",2014,13,FALSE,NA
"884",2014,14,FALSE,NA
"885",2014,15,FALSE,NA
"886",2015,1,FALSE,NA
"887",2015,2,FALSE,NA
"888",2015,3,FALSE,NA
"889",2015,4,FALSE,NA
"890",2015,5,TRUE,3000
"891",2015,6,TRUE,3000
"892",2015,7,TRUE,3000
"893",2015,8,TRUE,3000
"894",2015,9,TRUE,3000
"895",2015,10,TRUE,3000
"896",2015,11,TRUE,3000
"897",2015,12,TRUE,3000
"898",2015,13,TRUE,3000
"899",2015,14,TRUE,3000
"900",2015,15,TRUE,3000
"901",2016,1,FALSE,NA
"902",2016,2,FALSE,NA
"903",2016,3,FALSE,NA
"904",2016,4,FALSE,NA
"905",2016,5,FALSE,NA
"906",2016,6,FALSE,NA
"907",2016,7,FALSE,NA
"908",2016,8,FALSE,NA
"909",2016,9,FALSE,NA
"910",2016,10,FALSE,NA
"911",2016,11,FALSE,NA
"912",2016,12,FALSE,NA
"913",2016,13,FALSE,NA
"914",2016,14,FALSE,NA
"915",2016,15,FALSE,NA
"916",2017,1,FALSE,NA
"917",2017,2,FALSE,NA
"918",2017,3,FALSE,NA
"919",2017,4,FALSE,NA
"920",2017,5,TRUE,3000
"921",2017,6,TRUE,3000
"922",2017,7,TRUE,3000
"923",2017,8,TRUE,3000
"924",2017,9,TRUE,3000
"925",2017,10,TRUE,3000
"926",2017,11,TRUE,3000
"927",2017,12,TRUE,3000
"928",2017,13,TRUE,3000
"929",2017,14,TRUE,3000
"930",2017,15,TRUE,3000
