obs_id,year,crop_id,recorded_crop,plot,treat,N_conc,C_conc,grain_dm_kg_ha,straw_dm_kg_ha,amended_bool,amendment_C_kg_ha,failure_bool,forage_bool,,"Yield,","Straw+tops,",Yield_interp,Straw_interp,HI
1,1956,spring_small_grains,HAVRE,1,1,,1.48,0,0,F,,,0,1956,,,0,0,
2,1956,spring_small_grains,HAVRE,22,1,,1.48,0,0,F,,,0,1956,,,0,0,
3,1956,spring_small_grains,HAVRE,44,1,,1.48,0,0,F,,,0,1956,,,0,0,
4,1956,spring_small_grains,HAVRE,55,1,,1.48,0,0,F,,,0,1956,,,0,0,
5,1956,spring_small_grains,HAVRE,2,2,,1.49,1948,0,F,,,0,1956,,,1948.125,0,
6,1956,spring_small_grains,HAVRE,19,2,,1.49,1948,0,F,,,0,1956,,,1948.125,0,
7,1956,spring_small_grains,HAVRE,42,2,,1.49,1948,0,F,,,0,1956,,,1948.125,0,
8,1956,spring_small_grains,HAVRE,58,2,,1.49,1948,0,F,,,0,1956,,,1948.125,0,
9,1956,spring_small_grains,HAVRE,3,3,,1.5,3933,0,F,,,0,1956,,,3932.875,0,
10,1956,spring_small_grains,HAVRE,17,3,,1.5,3933,0,F,,,0,1956,,,3932.875,0,
11,1956,spring_small_grains,HAVRE,41,3,,1.5,3933,0,F,,,0,1956,,,3932.875,0,
12,1956,spring_small_grains,HAVRE,57,3,,1.5,3933,0,F,,,0,1956,,,3932.875,0,
13,1956,spring_small_grains,HAVRE,4,4,,1.56,3828,0,F,,,0,1956,,,3827.5,0,
14,1956,spring_small_grains,HAVRE,18,4,,1.56,3828,0,F,,,0,1956,,,3827.5,0,
15,1956,spring_small_grains,HAVRE,45,4,,1.56,3828,0,F,,,0,1956,,,3827.5,0,
16,1956,spring_small_grains,HAVRE,59,4,,1.56,3828,0,F,,,0,1956,,,3827.5,0,
17,1956,spring_small_grains,HAVRE,5,5,,1.49,3888,0,T,,,0,1956,,,3887.5625,0,
18,1956,spring_small_grains,HAVRE,20,5,,1.49,3888,0,T,,,0,1956,,,3887.5625,0,
19,1956,spring_small_grains,HAVRE,40,5,,1.49,3888,0,T,,,0,1956,,,3887.5625,0,
20,1956,spring_small_grains,HAVRE,60,5,,1.49,3888,0,T,,,0,1956,,,3887.5625,0,
21,1956,spring_small_grains,HAVRE,6,6,,1.51,2018,0,T,,,0,1956,,,2017.875,0,
22,1956,spring_small_grains,HAVRE,21,6,,1.51,2018,0,T,,,0,1956,,,2017.875,0,
23,1956,spring_small_grains,HAVRE,43,6,,1.51,2018,0,T,,,0,1956,,,2017.875,0,
24,1956,spring_small_grains,HAVRE,56,6,,1.51,2018,0,T,,,0,1956,,,2017.875,0,
25,1956,spring_small_grains,HAVRE,7,7,,1.53,4192,0,T,,,0,1956,,,4191.6875,0,
26,1956,spring_small_grains,HAVRE,16,7,,1.53,4192,0,T,,,0,1956,,,4191.6875,0,
27,1956,spring_small_grains,HAVRE,39,7,,1.53,4192,0,T,,,0,1956,,,4191.6875,0,
28,1956,spring_small_grains,HAVRE,54,7,,1.53,4192,0,T,,,0,1956,,,4191.6875,0,
29,1956,spring_small_grains,HAVRE,8,8,,1.45,3581,0,T,,,0,1956,,,3580.6875,0,
30,1956,spring_small_grains,HAVRE,29,8,,1.45,3581,0,T,,,0,1956,,,3580.6875,0,
31,1956,spring_small_grains,HAVRE,35,8,,1.45,3581,0,T,,,0,1956,,,3580.6875,0,
32,1956,spring_small_grains,HAVRE,50,8,,1.45,3581,0,T,,,0,1956,,,3580.6875,0,
33,1956,spring_small_grains,HAVRE,9,9,,1.47,2115,0,T,,,0,1956,,,2115.1875,0,
34,1956,spring_small_grains,HAVRE,28,9,,1.47,2115,0,T,,,0,1956,,,2115.1875,0,
35,1956,spring_small_grains,HAVRE,37,9,,1.47,2115,0,T,,,0,1956,,,2115.1875,0,
36,1956,spring_small_grains,HAVRE,47,9,,1.47,2115,0,T,,,0,1956,,,2115.1875,0,
37,1956,spring_small_grains,HAVRE,10,10,,1.49,3315,0,T,,,0,1956,,,3314.8125,0,
38,1956,spring_small_grains,HAVRE,25,10,,1.49,3315,0,T,,,0,1956,,,3314.8125,0,
39,1956,spring_small_grains,HAVRE,33,10,,1.49,3315,0,T,,,0,1956,,,3314.8125,0,
40,1956,spring_small_grains,HAVRE,49,10,,1.49,3315,0,T,,,0,1956,,,3314.8125,0,
41,1956,spring_small_grains,HAVRE,11,11,,1.5,3306,0,T,,,0,1956,,,3305.5625,0,
42,1956,spring_small_grains,HAVRE,27,11,,1.5,3306,0,T,,,0,1956,,,3305.5625,0,
43,1956,spring_small_grains,HAVRE,38,11,,1.5,3306,0,T,,,0,1956,,,3305.5625,0,
44,1956,spring_small_grains,HAVRE,48,11,,1.5,3306,0,T,,,0,1956,,,3305.5625,0,
45,1956,spring_small_grains,HAVRE,12,12,,1.46,1474,0,T,,,0,1956,,,1474.4375,0,
46,1956,spring_small_grains,HAVRE,26,12,,1.46,1474,0,T,,,0,1956,,,1474.4375,0,
47,1956,spring_small_grains,HAVRE,32,12,,1.46,1474,0,T,,,0,1956,,,1474.4375,0,
48,1956,spring_small_grains,HAVRE,51,12,,1.46,1474,0,T,,,0,1956,,,1474.4375,0,
49,1956,spring_small_grains,HAVRE,13,13,,1.53,4655,0,T,,,0,1956,,,4655.0625,0,
50,1956,spring_small_grains,HAVRE,24,13,,1.53,4655,0,T,,,0,1956,,,4655.0625,0,
51,1956,spring_small_grains,HAVRE,31,13,,1.53,4655,0,T,,,0,1956,,,4655.0625,0,
52,1956,spring_small_grains,HAVRE,52,13,,1.53,4655,0,T,,,0,1956,,,4655.0625,0,
53,1956,spring_small_grains,HAVRE,14,14,,1.52,4117,0,T,,,0,1956,,,4116.6875,0,
54,1956,spring_small_grains,HAVRE,30,14,,1.52,4117,0,T,,,0,1956,,,4116.6875,0,
55,1956,spring_small_grains,HAVRE,36,14,,1.52,4117,0,T,,,0,1956,,,4116.6875,0,
56,1956,spring_small_grains,HAVRE,46,14,,1.52,4117,0,T,,,0,1956,,,4116.6875,0,
57,1956,spring_small_grains,HAVRE,15,15,,1.54,5150,0,T,,,0,1956,,,5149.8717948718,0,
58,1956,spring_small_grains,HAVRE,23,15,,1.54,5150,0,T,,,0,1956,,,5149.8717948718,0,
59,1956,spring_small_grains,HAVRE,34,15,,1.54,5150,0,T,,,0,1956,,,5149.8717948718,0,
60,1956,spring_small_grains,HAVRE,53,15,,1.54,5150,0,T,,,0,1956,,,5149.8717948718,0,
61,1957,root_crop,KÅLROT,1,1,,,0,0,F,,,0,1957,,,,,
62,1957,root_crop,KÅLROT,22,1,,,0,0,F,,,0,1957,,,,,
63,1957,root_crop,KÅLROT,44,1,,,0,0,F,,,0,1957,,,,,
64,1957,root_crop,KÅLROT,55,1,,,0,0,F,,,0,1957,,,,,
65,1957,root_crop,KÅLROT,2,2,,,3763,1553,F,,,0,1957,3762.5,1553,,,2.42273019961365
66,1957,root_crop,KÅLROT,19,2,,,4125,1628,F,,,0,1957,4125,1628,,,2.53378378378378
67,1957,root_crop,KÅLROT,42,2,,,3565,1283,F,,,0,1957,3565,1283,,,2.77864380358535
68,1957,root_crop,KÅLROT,58,2,,,3750,1175,F,,,0,1957,3750,1175,,,3.19148936170213
69,1957,root_crop,KÅLROT,3,3,,,4028,1970,F,,,0,1957,4027.5,1970,,,2.04441624365482
70,1957,root_crop,KÅLROT,17,3,,,4258,2075,F,,,0,1957,4257.5,2075,,,2.05180722891566
71,1957,root_crop,KÅLROT,41,3,,,4520,1973,F,,,0,1957,4520,1973,,,2.2909275215408
72,1957,root_crop,KÅLROT,57,3,,,4538,2030,F,,,0,1957,4537.5,2030,,,2.23522167487685
73,1957,root_crop,KÅLROT,4,4,,,3875,1825,F,,,0,1957,3875,1825,,,2.12328767123288
74,1957,root_crop,KÅLROT,18,4,,,4245,1868,F,,,0,1957,4245,1868,,,2.27248394004283
75,1957,root_crop,KÅLROT,45,4,,,4835,2553,F,,,0,1957,4835,2553,,,1.89385037211124
76,1957,root_crop,KÅLROT,59,4,,,4183,1795,F,,,0,1957,4182.5,1795,,,2.33008356545961
77,1957,root_crop,KÅLROT,5,5,,,4000,1898,F,,,0,1957,4000,1898,,,2.10748155953635
78,1957,root_crop,KÅLROT,20,5,,,4858,2288,F,,,0,1957,4857.5,2288,,,2.12303321678322
79,1957,root_crop,KÅLROT,40,5,,,4588,1840,F,,,0,1957,4587.5,1840,,,2.49320652173913
80,1957,root_crop,KÅLROT,60,5,,,4108,1950,F,,,0,1957,4107.5,1950,,,2.10641025641026
81,1957,root_crop,KÅLROT,6,6,,,3110,1525,F,,,0,1957,3110,1525,,,2.03934426229508
82,1957,root_crop,KÅLROT,21,6,,,3683,1858,F,,,0,1957,3682.5,1858,,,1.98196986006459
83,1957,root_crop,KÅLROT,43,6,,,3470,1575,F,,,0,1957,3470,1575,,,2.2031746031746
84,1957,root_crop,KÅLROT,56,6,,,3725,1453,F,,,0,1957,3725,1453,,,2.56366139022712
85,1957,root_crop,KÅLROT,7,7,,,3700,1825,F,,,0,1957,3700,1825,,,2.02739726027397
86,1957,root_crop,KÅLROT,16,7,,,4418,2385,F,,,0,1957,4417.5,2385,,,1.85220125786164
87,1957,root_crop,KÅLROT,39,7,,,4483,1918,F,,,0,1957,4482.5,1918,,,2.33706986444213
88,1957,root_crop,KÅLROT,54,7,,,4340,1660,F,,,0,1957,4340,1660,,,2.6144578313253
89,1957,root_crop,KÅLROT,8,8,,,4190,2128,F,,,0,1957,4190,2128,,,1.96898496240602
90,1957,root_crop,KÅLROT,29,8,,,4648,1898,F,,,0,1957,4647.5,1898,,,2.4486301369863
91,1957,root_crop,KÅLROT,35,8,,,4890,2033,F,,,0,1957,4890,2033,,,2.40531234628628
92,1957,root_crop,KÅLROT,50,8,,,4245,2458,F,,,0,1957,4245,2458,,,1.72701383238405
93,1957,root_crop,KÅLROT,9,9,,,3723,1560,F,,,0,1957,3722.5,1560,,,2.38621794871795
94,1957,root_crop,KÅLROT,28,9,,,3888,1380,F,,,0,1957,3887.5,1380,,,2.81702898550725
95,1957,root_crop,KÅLROT,37,9,,,3935,1510,F,,,0,1957,3935,1510,,,2.60596026490066
96,1957,root_crop,KÅLROT,47,9,,,4160,1615,F,,,0,1957,4160,1615,,,2.57585139318885
97,1957,root_crop,KÅLROT,10,10,,,3938,1443,F,,,0,1957,3937.5,1443,,,2.72869022869023
98,1957,root_crop,KÅLROT,25,10,,,3763,1438,F,,,0,1957,3762.5,1438,,,2.61648122392211
99,1957,root_crop,KÅLROT,33,10,,,4245,1433,F,,,0,1957,4245,1433,,,2.96231681786462
100,1957,root_crop,KÅLROT,49,10,,,3583,1343,F,,,0,1957,3582.5,1343,,,2.66753536857781
101,1957,root_crop,KÅLROT,11,11,,,3398,1458,F,,,0,1957,3397.5,1458,,,2.33024691358025
102,1957,root_crop,KÅLROT,27,11,,,3588,1273,F,,,0,1957,3587.5,1273,,,2.81814611154753
103,1957,root_crop,KÅLROT,38,11,,,3263,1285,F,,,0,1957,3262.5,1285,,,2.53891050583658
104,1957,root_crop,KÅLROT,48,11,,,3240,1318,F,,,0,1957,3240,1318,,,2.45827010622155
105,1957,root_crop,KÅLROT,12,12,,,3258,1343,F,,,0,1957,3257.5,1343,,,2.42553983618764
106,1957,root_crop,KÅLROT,26,12,,,3265,1168,F,,,0,1957,3265,1168,,,2.79537671232877
107,1957,root_crop,KÅLROT,32,12,,,3718,1260,F,,,0,1957,3717.5,1260,,,2.95039682539683
108,1957,root_crop,KÅLROT,51,12,,,2923,1113,F,,,0,1957,2922.5,1113,,,2.62578616352201
109,1957,root_crop,KÅLROT,13,13,,,4033,1808,F,,,0,1957,4032.5,1808,,,2.23036504424779
110,1957,root_crop,KÅLROT,24,13,,,4373,1875,F,,,0,1957,4372.5,1875,,,2.332
111,1957,root_crop,KÅLROT,31,13,,,4955,1910,F,,,0,1957,4955,1910,,,2.59424083769633
112,1957,root_crop,KÅLROT,52,13,,,4935,1778,F,,,0,1957,4935,1778,,,2.7755905511811
113,1957,root_crop,KÅLROT,14,14,,,4185,1998,F,,,0,1957,4185,1998,,,2.09459459459459
114,1957,root_crop,KÅLROT,30,14,,,4530,1970,F,,,0,1957,4530,1970,,,2.2994923857868
115,1957,root_crop,KÅLROT,36,14,,,5285,2083,F,,,0,1957,5285,2083,,,2.53720595295247
116,1957,root_crop,KÅLROT,46,14,,,5178,1895,F,,,0,1957,5177.5,1895,,,2.73218997361478
117,1957,root_crop,KÅLROT,15,15,,,4285,2618,F,,,0,1957,4285,2618,,,1.63674560733384
118,1957,root_crop,KÅLROT,23,15,,,4683,2603,F,,,0,1957,4682.5,2603,,,1.7988859008836
119,1957,root_crop,KÅLROT,34,15,,,4133,2163,F,,,0,1957,4132.5,2163,,,1.91054091539528
120,1957,root_crop,KÅLROT,53,15,,,4315,2145,F,,,0,1957,4315,2145,,,2.01165501165501
121,1958,winter_oil_seeds,SENAP,1,1,,,0,0,F,,,0,1958,,,,,
122,1958,winter_oil_seeds,SENAP,22,1,,,0,0,F,,,0,1958,,,,,
123,1958,winter_oil_seeds,SENAP,44,1,,,0,0,F,,,0,1958,,,,,
124,1958,winter_oil_seeds,SENAP,55,1,,,0,0,F,,,0,1958,,,,,
125,1958,winter_oil_seeds,SENAP,2,2,,,2525,0,F,,,0,1958,2525,,,,
126,1958,winter_oil_seeds,SENAP,19,2,,,3025,0,F,,,0,1958,3025,,,,
127,1958,winter_oil_seeds,SENAP,42,2,,,2175,0,F,,,0,1958,2175,,,,
128,1958,winter_oil_seeds,SENAP,58,2,,,2450,0,F,,,0,1958,2450,,,,
129,1958,winter_oil_seeds,SENAP,3,3,,,4225,0,F,,,0,1958,4225,,,,
130,1958,winter_oil_seeds,SENAP,17,3,,,4700,0,F,,,0,1958,4700,,,,
131,1958,winter_oil_seeds,SENAP,41,3,,,3600,0,F,,,0,1958,3600,,,,
132,1958,winter_oil_seeds,SENAP,57,3,,,3753,0,F,,,0,1958,3752.5,,,,
133,1958,winter_oil_seeds,SENAP,4,4,,,3675,0,F,,,0,1958,3675,,,,
134,1958,winter_oil_seeds,SENAP,18,4,,,4425,0,F,,,0,1958,4425,,,,
135,1958,winter_oil_seeds,SENAP,45,4,,,4175,0,F,,,0,1958,4175,,,,
136,1958,winter_oil_seeds,SENAP,59,4,,,3650,0,F,,,0,1958,3650,,,,
137,1958,winter_oil_seeds,SENAP,5,5,,,3775,0,F,,,0,1958,3775,,,,
138,1958,winter_oil_seeds,SENAP,20,5,,,4450,0,F,,,0,1958,4450,,,,
139,1958,winter_oil_seeds,SENAP,40,5,,,3575,0,F,,,0,1958,3575,,,,
140,1958,winter_oil_seeds,SENAP,60,5,,,4400,0,F,,,0,1958,4400,,,,
141,1958,winter_oil_seeds,SENAP,6,6,,,2700,0,F,,,0,1958,2700,,,,
142,1958,winter_oil_seeds,SENAP,21,6,,,3875,0,F,,,0,1958,3875,,,,
143,1958,winter_oil_seeds,SENAP,43,6,,,3075,0,F,,,0,1958,3075,,,,
144,1958,winter_oil_seeds,SENAP,56,6,,,2700,0,F,,,0,1958,2700,,,,
145,1958,winter_oil_seeds,SENAP,7,7,,,4075,0,F,,,0,1958,4075,,,,
146,1958,winter_oil_seeds,SENAP,16,7,,,4650,0,F,,,0,1958,4650,,,,
147,1958,winter_oil_seeds,SENAP,39,7,,,4125,0,F,,,0,1958,4125,,,,
148,1958,winter_oil_seeds,SENAP,54,7,,,4450,0,F,,,0,1958,4450,,,,
149,1958,winter_oil_seeds,SENAP,8,8,,,2950,0,F,,,0,1958,2950,,,,
150,1958,winter_oil_seeds,SENAP,29,8,,,2825,0,F,,,0,1958,2825,,,,
151,1958,winter_oil_seeds,SENAP,35,8,,,2575,0,F,,,0,1958,2575,,,,
152,1958,winter_oil_seeds,SENAP,50,8,,,2725,0,F,,,0,1958,2725,,,,
153,1958,winter_oil_seeds,SENAP,9,9,,,2800,0,F,,,0,1958,2800,,,,
154,1958,winter_oil_seeds,SENAP,28,9,,,2525,0,F,,,0,1958,2525,,,,
155,1958,winter_oil_seeds,SENAP,37,9,,,2075,0,F,,,0,1958,2075,,,,
156,1958,winter_oil_seeds,SENAP,47,9,,,2475,0,F,,,0,1958,2475,,,,
157,1958,winter_oil_seeds,SENAP,10,10,,,2725,0,F,,,0,1958,2725,,,,
158,1958,winter_oil_seeds,SENAP,25,10,,,2500,0,F,,,0,1958,2500,,,,
159,1958,winter_oil_seeds,SENAP,33,10,,,2500,0,F,,,0,1958,2500,,,,
160,1958,winter_oil_seeds,SENAP,49,10,,,2375,0,F,,,0,1958,2375,,,,
161,1958,winter_oil_seeds,SENAP,11,11,,,2778,0,F,,,0,1958,2777.5,,,,
162,1958,winter_oil_seeds,SENAP,27,11,,,2450,0,F,,,0,1958,2450,,,,
163,1958,winter_oil_seeds,SENAP,38,11,,,2250,0,F,,,0,1958,2250,,,,
164,1958,winter_oil_seeds,SENAP,48,11,,,2223,0,F,,,0,1958,2222.5,,,,
165,1958,winter_oil_seeds,SENAP,12,12,,,2275,0,F,,,0,1958,2275,,,,
166,1958,winter_oil_seeds,SENAP,26,12,,,2300,0,F,,,0,1958,2300,,,,
167,1958,winter_oil_seeds,SENAP,32,12,,,1950,0,F,,,0,1958,1950,,,,
168,1958,winter_oil_seeds,SENAP,51,12,,,1975,0,F,,,0,1958,1975,,,,
169,1958,winter_oil_seeds,SENAP,13,13,,,3725,0,F,,,0,1958,3725,,,,
170,1958,winter_oil_seeds,SENAP,24,13,,,4050,0,F,,,0,1958,4050,,,,
171,1958,winter_oil_seeds,SENAP,31,13,,,4225,0,F,,,0,1958,4225,,,,
172,1958,winter_oil_seeds,SENAP,52,13,,,3525,0,F,,,0,1958,3525,,,,
173,1958,winter_oil_seeds,SENAP,14,14,,,4125,0,F,,,0,1958,4125,,,,
174,1958,winter_oil_seeds,SENAP,30,14,,,4950,0,F,,,0,1958,4950,,,,
175,1958,winter_oil_seeds,SENAP,36,14,,,3950,0,F,,,0,1958,3950,,,,
176,1958,winter_oil_seeds,SENAP,46,14,,,3500,0,F,,,0,1958,3500,,,,
177,1958,winter_oil_seeds,SENAP,15,15,,,4325,0,F,,,0,1958,4325,,,,
178,1958,winter_oil_seeds,SENAP,23,15,,,3625,0,F,,,0,1958,3625,,,,
179,1958,winter_oil_seeds,SENAP,34,15,,,3350,0,F,,,0,1958,3350,,,,
180,1958,winter_oil_seeds,SENAP,53,15,,,3250,0,F,,,0,1958,3250,,,,
121,1959,spring_small_grains,KORN,1,1,,,0,0,F,,T,0,,,,0,0,
122,1959,spring_small_grains,KORN,22,1,,,0,0,F,,T,0,,,,0,0,
123,1959,spring_small_grains,KORN,44,1,,,0,0,F,,T,0,,,,0,0,
124,1959,spring_small_grains,KORN,55,1,,,0,0,F,,T,0,,,,0,0,
125,1959,spring_small_grains,KORN,2,2,,,1489,0,F,,T,0,,,,1488.9453125,0,
126,1959,spring_small_grains,KORN,19,2,,,1489,0,F,,T,0,,,,1488.9453125,0,
127,1959,spring_small_grains,KORN,42,2,,,1489,0,F,,T,0,,,,1488.9453125,0,
128,1959,spring_small_grains,KORN,58,2,,,1489,0,F,,T,0,,,,1488.9453125,0,
129,1959,spring_small_grains,KORN,3,3,,,2816,0,F,,T,0,,,,2815.9765625,0,
130,1959,spring_small_grains,KORN,17,3,,,2816,0,F,,T,0,,,,2815.9765625,0,
131,1959,spring_small_grains,KORN,41,3,,,2816,0,F,,T,0,,,,2815.9765625,0,
132,1959,spring_small_grains,KORN,57,3,,,2816,0,F,,T,0,,,,2815.9765625,0,
133,1959,spring_small_grains,KORN,4,4,,,1990,0,F,,T,0,,,,1989.921875,0,
134,1959,spring_small_grains,KORN,18,4,,,1990,0,F,,T,0,,,,1989.921875,0,
135,1959,spring_small_grains,KORN,45,4,,,1990,0,F,,T,0,,,,1989.921875,0,
136,1959,spring_small_grains,KORN,59,4,,,1990,0,F,,T,0,,,,1989.921875,0,
137,1959,spring_small_grains,KORN,5,5,,,2835,0,F,,T,0,,,,2835.3515625,0,
138,1959,spring_small_grains,KORN,20,5,,,2835,0,F,,T,0,,,,2835.3515625,0,
139,1959,spring_small_grains,KORN,40,5,,,2835,0,F,,T,0,,,,2835.3515625,0,
140,1959,spring_small_grains,KORN,60,5,,,2835,0,F,,T,0,,,,2835.3515625,0,
141,1959,spring_small_grains,KORN,6,6,,,1472,0,F,,T,0,,,,1472.3828125,0,
142,1959,spring_small_grains,KORN,21,6,,,1472,0,F,,T,0,,,,1472.3828125,0,
143,1959,spring_small_grains,KORN,43,6,,,1472,0,F,,T,0,,,,1472.3828125,0,
144,1959,spring_small_grains,KORN,56,6,,,1472,0,F,,T,0,,,,1472.3828125,0,
145,1959,spring_small_grains,KORN,7,7,,,2962,0,F,,T,0,,,,2962.1875,0,
146,1959,spring_small_grains,KORN,16,7,,,2962,0,F,,T,0,,,,2962.1875,0,
147,1959,spring_small_grains,KORN,39,7,,,2962,0,F,,T,0,,,,2962.1875,0,
148,1959,spring_small_grains,KORN,54,7,,,2962,0,F,,T,0,,,,2962.1875,0,
149,1959,spring_small_grains,KORN,8,8,,,2671,0,F,,T,0,,,,2671.2109375,0,
150,1959,spring_small_grains,KORN,29,8,,,2671,0,F,,T,0,,,,2671.2109375,0,
151,1959,spring_small_grains,KORN,35,8,,,2671,0,F,,T,0,,,,2671.2109375,0,
152,1959,spring_small_grains,KORN,50,8,,,2671,0,F,,T,0,,,,2671.2109375,0,
153,1959,spring_small_grains,KORN,9,9,,,1609,0,F,,T,0,,,,1609.3359375,0,
154,1959,spring_small_grains,KORN,28,9,,,1609,0,F,,T,0,,,,1609.3359375,0,
155,1959,spring_small_grains,KORN,37,9,,,1609,0,F,,T,0,,,,1609.3359375,0,
156,1959,spring_small_grains,KORN,47,9,,,1609,0,F,,T,0,,,,1609.3359375,0,
157,1959,spring_small_grains,KORN,10,10,,,2613,0,F,,T,0,,,,2612.96875,0,
158,1959,spring_small_grains,KORN,25,10,,,2613,0,F,,T,0,,,,2612.96875,0,
159,1959,spring_small_grains,KORN,33,10,,,2613,0,F,,T,0,,,,2612.96875,0,
160,1959,spring_small_grains,KORN,49,10,,,2613,0,F,,T,0,,,,2612.96875,0,
161,1959,spring_small_grains,KORN,11,11,,,2533,0,F,,T,0,,,,2532.578125,0,
162,1959,spring_small_grains,KORN,27,11,,,2533,0,F,,T,0,,,,2532.578125,0,
163,1959,spring_small_grains,KORN,38,11,,,2533,0,F,,T,0,,,,2532.578125,0,
164,1959,spring_small_grains,KORN,48,11,,,2533,0,F,,T,0,,,,2532.578125,0,
165,1959,spring_small_grains,KORN,12,12,,,1169,0,F,,T,0,,,,1168.75,0,
166,1959,spring_small_grains,KORN,26,12,,,1169,0,F,,T,0,,,,1168.75,0,
167,1959,spring_small_grains,KORN,32,12,,,1169,0,F,,T,0,,,,1168.75,0,
168,1959,spring_small_grains,KORN,51,12,,,1169,0,F,,T,0,,,,1168.75,0,
169,1959,spring_small_grains,KORN,13,13,,,3480,0,F,,T,0,,,,3480.15625,0,
170,1959,spring_small_grains,KORN,24,13,,,3480,0,F,,T,0,,,,3480.15625,0,
171,1959,spring_small_grains,KORN,31,13,,,3480,0,F,,T,0,,,,3480.15625,0,
172,1959,spring_small_grains,KORN,52,13,,,3480,0,F,,T,0,,,,3480.15625,0,
173,1959,spring_small_grains,KORN,14,14,,,2826,0,F,,T,0,,,,2825.5859375,0,
174,1959,spring_small_grains,KORN,30,14,,,2826,0,F,,T,0,,,,2825.5859375,0,
175,1959,spring_small_grains,KORN,36,14,,,2826,0,F,,T,0,,,,2825.5859375,0,
176,1959,spring_small_grains,KORN,46,14,,,2826,0,F,,T,0,,,,2825.5859375,0,
177,1959,spring_small_grains,KORN,15,15,,,3772,0,F,,T,0,,,,3772.265625,0,
178,1959,spring_small_grains,KORN,23,15,,,3772,0,F,,T,0,,,,3772.265625,0,
179,1959,spring_small_grains,KORN,34,15,,,3772,0,F,,T,0,,,,3772.265625,0,
180,1959,spring_small_grains,KORN,53,15,,,3772,0,F,,T,0,,,,3772.265625,0,
181,1960,spring_small_grains,KORN,1,1,,,0,0,F,,,0,1960,,,,,
182,1960,spring_small_grains,KORN,22,1,,,0,0,F,,,0,1960,,,,,
183,1960,spring_small_grains,KORN,44,1,,,0,0,F,,,0,1960,,,,,
184,1960,spring_small_grains,KORN,55,1,,,0,0,F,,,0,1960,,,,,
185,1960,spring_small_grains,KORN,2,2,,,3375,5593,F,,,0,1960,3375,5593,,,0.603432862506705
186,1960,spring_small_grains,KORN,19,2,,,3298,5798,F,,,0,1960,3297.5,5798,,,0.568730596757503
187,1960,spring_small_grains,KORN,42,2,,,2515,4795,F,,,0,1960,2515,4795,,,0.524504692387904
188,1960,spring_small_grains,KORN,58,2,,,2943,5280,F,,,0,1960,2942.5,5280,,,0.557291666666667
189,1960,spring_small_grains,KORN,3,3,,,3353,6803,F,,,0,1960,3352.5,6803,,,0.492797295310892
190,1960,spring_small_grains,KORN,17,3,,,3098,6145,F,,,0,1960,3097.5,6145,,,0.50406834825061
191,1960,spring_small_grains,KORN,41,3,,,3055,5890,F,,,0,1960,3055,5890,,,0.518675721561969
192,1960,spring_small_grains,KORN,57,3,,,3090,5835,F,,,0,1960,3090,5835,,,0.529562982005141
193,1960,spring_small_grains,KORN,4,4,,,3405,6498,F,,,0,1960,3405,6498,,,0.524007386888273
194,1960,spring_small_grains,KORN,18,4,,,2633,6248,F,,,0,1960,2632.5,6248,,,0.421334827144686
195,1960,spring_small_grains,KORN,45,4,,,3000,6158,F,,,0,1960,3000,6158,,,0.48717115946736
196,1960,spring_small_grains,KORN,59,4,,,3450,6240,F,,,0,1960,3450,6240,,,0.552884615384615
197,1960,spring_small_grains,KORN,5,5,,,3495,7853,T,,,0,1960,3495,7853,,,0.445052846046097
198,1960,spring_small_grains,KORN,20,5,,,3468,5435,T,,,0,1960,3467.5,5435,,,0.637994480220791
199,1960,spring_small_grains,KORN,40,5,,,3225,6083,T,,,0,1960,3225,6083,,,0.53016603649515
200,1960,spring_small_grains,KORN,60,5,,,3705,6325,T,,,0,1960,3705,6325,,,0.585770750988142
201,1960,spring_small_grains,KORN,6,6,,,3113,8278,T,,,0,1960,3112.5,8278,,,0.375996617540469
202,1960,spring_small_grains,KORN,21,6,,,3588,5998,T,,,0,1960,3587.5,5998,,,0.59811603867956
203,1960,spring_small_grains,KORN,43,6,,,3145,4783,T,,,0,1960,3145,4783,,,0.657537110600042
204,1960,spring_small_grains,KORN,56,6,,,3238,4690,T,,,0,1960,3237.5,4690,,,0.690298507462687
205,1960,spring_small_grains,KORN,7,7,,,3048,6048,T,,,0,1960,3047.5,6048,,,0.503885582010582
206,1960,spring_small_grains,KORN,16,7,,,3225,6315,T,,,0,1960,3225,6315,,,0.510688836104513
207,1960,spring_small_grains,KORN,39,7,,,3073,5983,T,,,0,1960,3072.5,5983,,,0.513538358682935
208,1960,spring_small_grains,KORN,54,7,,,3133,6113,T,,,0,1960,3132.5,6113,,,0.51243252085719
209,1960,spring_small_grains,KORN,8,8,,,3330,5618,T,,,0,1960,3330,5618,,,0.592737629049484
210,1960,spring_small_grains,KORN,29,8,,,3538,6113,T,,,0,1960,3537.5,6113,,,0.57868477016195
211,1960,spring_small_grains,KORN,35,8,,,3098,5998,T,,,0,1960,3097.5,5998,,,0.516422140713571
212,1960,spring_small_grains,KORN,50,8,,,2423,5038,T,,,0,1960,2422.5,5038,,,0.480845573640333
213,1960,spring_small_grains,KORN,9,9,,,3280,5603,T,,,0,1960,3280,5603,,,0.585400678208103
214,1960,spring_small_grains,KORN,28,9,,,3588,5740,T,,,0,1960,3587.5,5740,,,0.625
